date,window_length_requested,actual_length,beta,pinned
1994-05-16,200,200,0.9999999715389928,True
1994-05-16,300,300,0.810760683446823,False
1994-05-16,500,500,0.9219301739113218,False
1994-05-16,750,750,0.9971772118581314,False
1994-05-16,1000,1000,0.3287506414115006,False
1994-05-16,1500,1104,1.0,True
1994-05-19,200,200,0.8760367329343236,False
1994-05-19,300,300,0.8449830120294094,False
1994-05-19,500,500,0.9366840839776022,False
1994-05-19,750,750,0.4821607569777408,False
1994-05-19,1000,1000,0.00025033281054757586,False
1994-05-19,1500,1107,1.0,True
1994-05-25,200,200,0.4300051591777548,False
1994-05-25,300,300,0.0005306071620353967,False
1994-05-25,500,500,0.9364476859990706,False
1994-05-25,750,750,1.0,True
1994-05-25,1000,1000,0.9693049418537567,False
1994-05-25,1500,1111,1.0,True
1994-06-14,200,200,0.9749065770874967,False
1994-06-14,300,300,1.0,True
1994-06-14,500,500,0.9124951857297032,False
1994-06-14,750,750,0.9782618161452835,False
1994-06-14,1000,1000,0.9989931233475622,False
1994-06-14,1500,1124,1.0,True
1994-06-27,200,200,0.8766499232166134,False
1994-06-27,300,300,0.8761031769842085,False
1994-06-27,500,500,0.887452411027597,False
1994-06-27,750,750,0.8583201145448538,False
1994-06-27,1000,1000,0.0,False
1994-06-27,1500,1133,0.9999953023650748,True
1994-07-21,200,200,9.659200260088837e-18,False
1994-07-21,300,300,0.9564062989379901,False
1994-07-21,500,500,0.8072988463725634,False
1994-07-21,750,750,0.8466907693547876,False
1994-07-21,1000,1000,1.0,True
1994-07-21,1500,1150,1.0,True
1994-08-04,200,200,0.8661719729340879,False
1994-08-04,300,300,0.8602388893132492,False
1994-08-04,500,500,0.8061105197425052,False
1994-08-04,750,750,0.8789821577515902,False
1994-08-04,1000,1000,0.6490545996740636,False
1994-08-04,1500,1160,1.0,True
1994-08-22,200,200,0.9264381385355998,False
1994-08-22,300,300,0.8670349210500022,False
1994-08-22,500,500,0.812615304875565,False
1994-08-22,750,750,0.9720155313431346,False
1994-08-22,1000,1000,0.9995948648389907,False
1994-08-22,1500,1172,1.0,True
1994-08-26,200,200,0.8327772609297803,False
1994-08-26,300,300,0.8496187628861916,False
1994-08-26,500,500,0.8433831769917743,False
1994-08-26,750,750,0.974118414098663,False
1994-08-26,1000,1000,0.9978511334724883,False
1994-08-26,1500,1176,1.0,True
1994-08-29,200,200,0.8462433806756573,False
1994-08-29,300,300,0.8351096051790942,False
1994-08-29,500,500,0.8352060200282531,False
1994-08-29,750,750,0.8903758196659113,False
1994-08-29,1000,1000,0.9298253842846036,False
1994-08-29,1500,1177,0.9999917700853695,True
1994-09-07,200,200,0.9572250263820283,False
1994-09-07,300,300,0.8311032154376183,False
1994-09-07,500,500,0.7952778750060236,False
1994-09-07,750,750,0.9705516127512915,False
1994-09-07,1000,1000,1.0,True
1994-09-07,1500,1183,0.999932755132509,True
1994-09-09,200,200,0.0,False
1994-09-09,300,300,0.8369692628815154,False
1994-09-09,500,500,0.7938018888702781,False
1994-09-09,750,750,0.9770935841926592,False
1994-09-09,1000,1000,1.0,True
1994-09-09,1500,1185,0.9999999999987412,True
1994-09-13,200,200,0.9558327925242348,False
1994-09-13,300,300,0.8392892779356549,False
1994-09-13,500,500,0.7873915681517761,False
1994-09-13,750,750,0.9774075694107546,False
1994-09-13,1000,1000,0.996308745082071,False
1994-09-13,1500,1187,1.0,True
1994-09-28,200,200,0.999999999999399,True
1994-09-28,300,300,0.8428894223143671,False
1994-09-28,500,500,0.7824425184293123,False
1994-09-28,750,750,0.9972929571639289,False
1994-09-28,1000,1000,0.9969740219650215,False
1994-09-28,1500,1198,0.9999999999782913,True
1994-10-04,200,200,0.8971866964898805,False
1994-10-04,300,300,0.8448852855003013,False
1994-10-04,500,500,0.7678132061781123,False
1994-10-04,750,750,0.4161076037155231,False
1994-10-04,1000,1000,1.0,True
1994-10-04,1500,1202,0.999999999999965,True
1994-11-10,200,200,0.9291621170592144,False
1994-11-10,300,300,0.8575235321223732,False
1994-11-10,500,500,0.8375664097152806,False
1994-11-10,750,750,0.9789744674777993,False
1994-11-10,1000,1000,0.9978593179148466,False
1994-11-10,1500,1229,1.0,True
1994-11-18,200,200,0.8399611493023161,False
1994-11-18,300,300,0.8561409966303452,False
1994-11-18,500,500,0.8372082487943797,False
1994-11-18,750,750,0.9634234714689666,False
1994-11-18,1000,1000,0.998046444512727,False
1994-11-18,1500,1235,1.0,True
1994-11-30,200,200,0.005117105612458822,False
1994-11-30,300,300,0.8710228358732222,False
1994-11-30,500,500,0.8215968653654514,False
1994-11-30,750,750,0.9783420088480839,False
1994-11-30,1000,1000,0.9986054991818462,False
1994-11-30,1500,1242,0.9999999988943373,True
1994-12-19,200,200,0.01634997627794912,False
1994-12-19,300,300,0.8637349280610664,False
1994-12-19,500,500,0.8203417076801279,False
1994-12-19,750,750,0.9306573287459384,False
1994-12-19,1000,1000,1.0,True
1994-12-19,1500,1255,0.9999999999968139,True
1994-12-21,200,200,0.8439873896892047,False
1994-12-21,300,300,0.8538582422428306,False
1994-12-21,500,500,0.8099252957377449,False
1994-12-21,750,750,0.928355016871364,False
1994-12-21,1000,1000,0.10096106537399765,False
1994-12-21,1500,1257,0.9999999879765192,True
1995-02-02,200,200,0.8693473920597793,False
1995-02-02,300,300,0.8971475280658993,False
1995-02-02,500,500,0.8872853383318543,False
1995-02-02,750,750,0.9183887575252535,False
1995-02-02,1000,1000,6.1478929194890035e-09,False
1995-02-02,1500,1286,1.0,True
1995-02-14,200,200,0.8729921602401772,False
1995-02-14,300,300,0.8817657694014293,False
1995-02-14,500,500,0.8584084155362074,False
1995-02-14,750,750,0.9216938399941133,False
1995-02-14,1000,1000,0.9998410572274697,False
1995-02-14,1500,1294,1.0,True
1995-02-21,200,200,0.8746583394545254,False
1995-02-21,300,300,0.8800277589049335,False
1995-02-21,500,500,0.8618497394443055,False
1995-02-21,750,750,0.920228950904346,False
1995-02-21,1000,1000,0.9991524355146816,False
1995-02-21,1500,1298,0.9999999999400448,True
1995-02-22,200,200,0.8861259064993442,False
1995-02-22,300,300,0.880403342675681,False
1995-02-22,500,500,0.8670267819214084,False
1995-02-22,750,750,0.9202090596726563,False
1995-02-22,1000,1000,0.00015830246955314954,False
1995-02-22,1500,1299,0.9999982943879016,True
1995-03-02,200,200,0.8884395494838522,False
1995-03-02,300,300,0.8706233583771772,False
1995-03-02,500,500,0.8515599755524667,False
1995-03-02,750,750,0.9076233490377612,False
1995-03-02,1000,1000,0.0,False
1995-03-02,1500,1305,1.0,True
1995-03-28,200,200,0.8509558464069911,False
1995-03-28,300,300,0.868425902707365,False
1995-03-28,500,500,0.85515770247816,False
